#,Name,Date of birth,Date of death,Date of burial,From,Died in the area of,Rank,Military Unit,Sources
721,Oleh Sakalo Serhiyovych,"May 24, 1961",53,?,Odesa Oblast,Kyiv Oblast,Senior soldier,Special Forces,"https://example7.com, https://example10.com, https://example7.com, https://example9.com"
722,Mykola Bibikov Yuriyovych,"February 19, 1999",47,"November 03, 2023",Kyiv Oblast,Zhytomyr Oblast,Colonel,Battalion 2,"https://example9.com, https://example2.com, https://example3.com, https://example2.com, https://example9.com, https://example5.com, https://example8.com, https://example10.com"
723,Oleh Tkachuk Serhiyovych,"October 11, 1972",94,"February 26, 2022","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lviv Oblast,Senior soldier,Unknown,"https://example7.com, https://example6.com, https://example8.com, https://example8.com"
724,Oleh Bondarenko Mykhailovych,"August 08, 1996",56,?,Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Private,Infantry,"https://example2.com, https://example2.com, https://example1.com, https://example7.com, https://example4.com, https://example4.com"
725,Roman Kravchenko Romanovych,"July 19, 1962",69,"December 16, 2022",Zhytomyr Oblast,Kharkiv Oblast,Major,Battalion 2,"https://example4.com, https://example5.com, https://example3.com, https://example7.com"
726,Serhiy Bibikov Oleksandrovych,"October 06, 1993",10,"March 30, 2022",Odesa Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Captain,Special Forces,"https://example7.com, https://example3.com, https://example4.com, https://example4.com"
727,Andrij Lysenko Romanovych,"September 16, 1997",62,"August 17, 2024",Chernivtsi Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Major,Recon Squad,"https://example10.com, https://example1.com, https://example1.com, https://example10.com, https://example9.com, https://example1.com, https://example5.com"
728,Serhiy Kovalenko Romanovych,"January 10, 1991",33,?,Kyiv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lieutenant,Battalion 2,"https://example6.com, https://example10.com, https://example6.com, https://example5.com, https://example3.com, https://example5.com"
729,Serhiy Sakalo Mykolayovych,"July 28, 1979",95,"February 07, 2023",Kyiv Oblast,Chernivtsi Oblast,Colonel,Recon Squad,"https://example2.com, https://example10.com, https://example9.com"
730,Roman Shevchenko Yuriyovych,"February 12, 1996",52,"November 21, 2023",Donetsk Oblast,Kyiv Oblast,Captain,Recon Squad,"https://example9.com, https://example3.com, https://example5.com, https://example1.com"
731,Oleksandr Bibikov Volodymyrovych,"July 21, 1984",41,?,Zhytomyr Oblast,Chernivtsi Oblast,Colonel,Infantry,"https://example1.com, https://example10.com, https://example7.com, https://example1.com, https://example6.com, https://example3.com, https://example4.com"
732,Ihor Zinchenko Romanovych,"February 09, 1963",46,"November 02, 2024",Donetsk Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Colonel,Battalion 2,"https://example1.com, https://example4.com, https://example7.com, https://example7.com, https://example1.com"
733,Oleh Bibikov Oleksandrovych,"November 10, 1960",70,"November 18, 2023",Donetsk Oblast,Chernivtsi Oblast,Colonel,Infantry,"https://example3.com, https://example8.com, https://example2.com, https://example2.com, https://example7.com"
734,Roman Tkachuk Yuriyovych,"November 02, 1990",58,"February 04, 2023",Kharkiv Oblast,Zhytomyr Oblast,Major,Recon Squad,"https://example6.com, https://example2.com, https://example5.com, https://example1.com, https://example10.com, https://example10.com"
735,Volodymyr Tkachuk Volodymyrovych,"February 20, 1988",54,"May 19, 2022",Zhytomyr Oblast,Donetsk Oblast,Sergeant,Battalion 2,"https://example6.com, https://example7.com, https://example9.com"
736,Yuriy Sakalo Ivanovych,"July 27, 1986",33,"April 28, 2023",Chernivtsi Oblast,Kharkiv Oblast,Senior soldier,Battalion 2,"https://example10.com, https://example3.com, https://example9.com, https://example2.com, https://example4.com, https://example2.com, https://example9.com"
737,Oleksandr Bibikov Ivanovych,"July 20, 1990",63,?,Donetsk Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Major,Infantry,"https://example3.com, https://example7.com, https://example3.com, https://example5.com, https://example7.com"
738,Roman Sakalo Yuriyovych,"January 27, 2000",5,?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Private,Special Forces,"https://example4.com, https://example6.com, https://example5.com, https://example4.com, https://example8.com, https://example4.com"
739,Oleh Hrytsenko Mykhailovych,"July 15, 1998",4,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Zhytomyr Oblast,Lieutenant,Recon Squad,"https://example9.com, https://example1.com, https://example1.com, https://example4.com, https://example9.com"
740,Volodymyr Tkachuk Mykhailovych,"October 08, 1989",47,?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Chernivtsi Oblast,Captain,Special Forces,"https://example3.com, https://example9.com, https://example6.com, https://example2.com, https://example4.com"
741,Volodymyr Kovalenko Petrovych,"January 07, 2000",86,?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lviv Oblast,Colonel,Special Forces,"https://example2.com, https://example9.com, https://example8.com, https://example3.com"
742,Serhiy Hrytsenko Volodymyrovych,"February 24, 1965",59,"November 06, 2023",Chernivtsi Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Private,Battalion 2,"https://example9.com, https://example3.com, https://example9.com, https://example2.com, https://example2.com, https://example4.com"
743,Ihor Hrytsenko Romanovych,"June 27, 1987",2,"January 29, 2024","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Chernivtsi Oblast,Private,Special Forces,"https://example9.com, https://example10.com, https://example3.com, https://example3.com, https://example2.com"
744,Dmytro Kravchenko Mykolayovych,"February 28, 1981",68,"November 26, 2024",Kharkiv Oblast,Zhytomyr Oblast,Captain,Recon Squad,"https://example2.com, https://example5.com, https://example6.com, https://example4.com, https://example8.com, https://example6.com, https://example8.com"
745,Roman Zinchenko Vasyl'ovych,"March 06, 1968",52,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Donetsk Oblast,Colonel,Battalion 1,"https://example8.com, https://example1.com, https://example7.com, https://example4.com, https://example4.com, https://example3.com, https://example7.com"
746,Mykola Lysenko Serhiyovych,"March 13, 1980",34,?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Kyiv Oblast,Colonel,Battalion 1,"https://example8.com, https://example3.com, https://example10.com"
747,Serhiy Kovalenko Petrovych,"March 01, 1967",45,"January 09, 2023",Lviv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Private,Unknown,"https://example10.com, https://example3.com, https://example8.com"
748,Roman Lysenko Serhiyovych,"December 02, 1981",76,?,Zhytomyr Oblast,Odesa Oblast,Colonel,Recon Squad,"https://example6.com, https://example10.com, https://example3.com, https://example5.com, https://example4.com, https://example10.com, https://example7.com"
749,Ihor Bondarenko Yuriyovych,"October 19, 1979",3,?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Kyiv Oblast,Private,Battalion 2,"https://example1.com, https://example1.com, https://example8.com, https://example5.com, https://example5.com, https://example5.com"
750,Roman Tkachuk Vasyl'ovych,"June 19, 1984",57,"August 08, 2022",Chernivtsi Oblast,Kharkiv Oblast,Private,Special Forces,"https://example7.com, https://example3.com, https://example5.com, https://example4.com, https://example10.com, https://example1.com, https://example10.com, https://example2.com"
751,Yuriy Sakalo Petrovych,"February 24, 1968",1,?,Kharkiv Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Sergeant,Battalion 2,"https://example8.com, https://example1.com, https://example4.com, https://example8.com, https://example10.com"
752,Oleh Kovalenko Yuriyovych,"August 23, 1984",44,"March 07, 2024","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lieutenant,Unknown,"https://example4.com, https://example4.com, https://example6.com, https://example9.com, https://example10.com, https://example3.com, https://example5.com, https://example7.com"
753,Ihor Lysenko Serhiyovych,"July 10, 1971",28,?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lieutenant,Special Forces,"https://example6.com, https://example10.com, https://example6.com"
754,Mykola Bondarenko Serhiyovych,"January 13, 1975",3,?,Donetsk Oblast,Donetsk Oblast,Lieutenant,Battalion 1,"https://example6.com, https://example6.com, https://example1.com, https://example4.com, https://example9.com"
755,Volodymyr Shevchenko Serhiyovych,"September 24, 2000",66,"February 09, 2022",Chernivtsi Oblast,Kyiv Oblast,Major,Recon Squad,"https://example4.com, https://example6.com, https://example1.com, https://example8.com"
756,Dmytro Lysenko Petrovych,"March 23, 1999",9,"December 25, 2022",Zhytomyr Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Captain,Battalion 1,"https://example9.com, https://example4.com, https://example10.com, https://example1.com, https://example3.com"
757,Serhiy Bondarenko Oleksandrovych,"September 12, 1981",90,?,Kyiv Oblast,Zhytomyr Oblast,Sergeant,Unknown,"https://example1.com, https://example5.com, https://example8.com, https://example9.com, https://example8.com, https://example5.com, https://example5.com"
758,Serhiy Hrytsenko Serhiyovych,"July 16, 1982",44,"September 11, 2022","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Odesa Oblast,Senior soldier,Unknown,"https://example7.com, https://example2.com, https://example5.com, https://example2.com, https://example4.com, https://example10.com, https://example6.com, https://example9.com"
759,Andrij Tkachuk Serhiyovych,"October 29, 1965",14,"June 06, 2024",Kharkiv Oblast,Kyiv Oblast,Private,Battalion 2,"https://example2.com, https://example8.com, https://example10.com, https://example2.com, https://example2.com, https://example5.com, https://example3.com"
760,Andrij Kovalenko Mykolayovych,"June 21, 1975",74,"June 20, 2023",Zhytomyr Oblast,Chernivtsi Oblast,Major,Battalion 2,"https://example2.com, https://example7.com, https://example8.com, https://example5.com, https://example10.com, https://example4.com, https://example9.com, https://example9.com"
761,Roman Hrytsenko Volodymyrovych,"July 30, 1999",64,"February 01, 2023",Donetsk Oblast,Donetsk Oblast,Colonel,Infantry,"https://example3.com, https://example7.com, https://example10.com, https://example5.com"
762,Oleksandr Kovalenko Mykhailovych,"July 12, 1971",74,?,Chernivtsi Oblast,Donetsk Oblast,Private,Special Forces,"https://example9.com, https://example6.com, https://example7.com, https://example5.com, https://example2.com, https://example3.com"
763,Andrij Tkachuk Romanovych,"February 05, 1978",39,"October 31, 2024",Odesa Oblast,Kharkiv Oblast,Major,Infantry,"https://example6.com, https://example5.com, https://example8.com, https://example8.com"
764,Yuriy Lysenko Volodymyrovych,"August 22, 1985",59,"May 28, 2022","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lieutenant,Battalion 2,"https://example10.com, https://example1.com, https://example6.com, https://example10.com, https://example10.com, https://example7.com, https://example10.com"
765,Volodymyr Tkachuk Oleksandrovych,"December 25, 1993",31,"April 11, 2022","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Lieutenant,Recon Squad,"https://example2.com, https://example7.com, https://example8.com, https://example4.com, https://example9.com, https://example6.com, https://example3.com"
766,Yuriy Lysenko Serhiyovych,"November 28, 1996",14,?,Donetsk Oblast,Donetsk Oblast,Captain,Unknown,"https://example7.com, https://example6.com, https://example2.com"
767,Dmytro Kovalenko Ivanovych,"March 25, 1960",57,?,Kyiv Oblast,Kyiv Oblast,Colonel,Recon Squad,"https://example6.com, https://example6.com, https://example10.com, https://example6.com, https://example5.com, https://example3.com"
768,Dmytro Kovalenko Ivanovych,"October 28, 1995",56,?,Chernivtsi Oblast,Kharkiv Oblast,Captain,Recon Squad,"https://example1.com, https://example9.com, https://example6.com, https://example1.com"
769,Ihor Bondarenko Volodymyrovych,"November 05, 1966",59,?,Lviv Oblast,Zhytomyr Oblast,Lieutenant,Battalion 1,"https://example8.com, https://example5.com, https://example6.com"
770,Mykola Tkachuk Volodymyrovych,"June 26, 1981",47,?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Kyiv Oblast,Senior soldier,Battalion 2,"https://example2.com, https://example7.com, https://example9.com, https://example1.com, https://example3.com, https://example7.com, https://example6.com"
771,Yuriy Bondarenko Oleksandrovych,"March 26, 1984",41,"October 28, 2022","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Private,Unknown,"https://example10.com, https://example2.com, https://example7.com, https://example9.com, https://example4.com, https://example6.com, https://example10.com, https://example1.com"
772,Volodymyr Sakalo Serhiyovych,"February 05, 1967",16,?,Kyiv Oblast,Kyiv Oblast,Lieutenant,Battalion 2,"https://example4.com, https://example3.com, https://example6.com, https://example1.com"
773,Ihor Kravchenko Romanovych,"March 03, 1973",69,"February 22, 2024",Odesa Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Colonel,Battalion 2,"https://example10.com, https://example10.com, https://example9.com, https://example9.com"
774,Serhiy Hrytsenko Yuriyovych,"June 23, 1978",93,"August 15, 2022",Zhytomyr Oblast,Lviv Oblast,Lieutenant,Battalion 1,"https://example5.com, https://example4.com, https://example2.com, https://example7.com, https://example1.com, https://example6.com, https://example6.com"
