#,Name,Date of birth,Date of death,Date of burial,From,Died in the area of,Rank,Military Unit,Sources
3309,Mykola Shevchenko Mykolayovych,"June 25, 1971","February 07, 2022","October 03, 2022",Kyiv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Infantry,"https://example9.com, https://example2.com, https://example10.com, https://example10.com"
3310,Andrij Kovalenko Mykhailovych,"December 08, 1970","December 09, 2023","April 16, 2023",Odesa Oblast,Lviv Oblast,Major,Infantry,"https://example4.com, https://example6.com, https://example7.com, https://example3.com, https://example2.com, https://example3.com, https://example9.com, https://example1.com"
3311,Mykola Shevchenko Volodymyrovych,"January 12, 1980","January 07, 2023",?,Kyiv Oblast,Kyiv Oblast,Private,Infantry,"https://example6.com, https://example8.com, https://example8.com"
3312,Roman Kovalenko Mykolayovych,"November 03, 1961","May 15, 2022",?,Chernivtsi Oblast,Zhytomyr Oblast,Senior soldier,Battalion 2,"https://example4.com, https://example6.com, https://example8.com, https://example6.com"
3313,Dmytro Tkachuk Oleksandrovych,"July 21, 1978","December 15, 2024",?,Kharkiv Oblast,Lviv Oblast,Colonel,Recon Squad,"https://example6.com, https://example9.com, https://example10.com, https://example5.com, https://example7.com, https://example1.com"
3314,Oleksandr Kovalenko Vasyl'ovych,"May 01, 1976","May 09, 2022",?,Donetsk Oblast,Kyiv Oblast,Captain,Special Forces,"https://example8.com, https://example3.com, https://example9.com"
3315,Yuriy Tkachuk Mykhailovych,"April 14, 1988","November 08, 2023",?,Zhytomyr Oblast,Chernivtsi Oblast,Private,Battalion 1,"https://example3.com, https://example10.com, https://example10.com, https://example5.com"
3316,Serhiy Lysenko Mykolayovych,"July 26, 1972","September 05, 2023","June 16, 2022",Lviv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Major,Infantry,"https://example9.com, https://example4.com, https://example4.com, https://example10.com, https://example7.com, https://example5.com"
3317,Andrij Zinchenko Oleksandrovych,"March 25, 1975","March 17, 2023","October 31, 2024",Odesa Oblast,Odesa Oblast,Colonel,Recon Squad,"https://example2.com, https://example3.com, https://example2.com, https://example5.com, https://example10.com, https://example1.com, https://example3.com, https://example3.com"
3318,Ihor Hrytsenko Serhiyovych,"April 11, 1980","May 16, 2023","October 18, 2022",Odesa Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Major,Infantry,"https://example9.com, https://example3.com, https://example8.com"
3319,Yuriy Tkachuk Vasyl'ovych,"February 04, 1980","June 23, 2024","March 21, 2024",Odesa Oblast,Odesa Oblast,Major,Special Forces,"https://example10.com, https://example3.com, https://example3.com, https://example4.com, https://example4.com, https://example9.com, https://example3.com, https://example4.com"
3320,Oleh Sakalo Mykolayovych,"June 14, 1989","July 04, 2024",?,Kyiv Oblast,Lviv Oblast,Lieutenant,Battalion 2,"https://example1.com, https://example3.com, https://example4.com, https://example8.com, https://example7.com, https://example7.com, https://example9.com"
3321,Volodymyr Bibikov Mykolayovych,"October 05, 1995","October 13, 2022",?,Donetsk Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lieutenant,Recon Squad,"https://example2.com, https://example1.com, https://example10.com, https://example9.com, https://example9.com"
3322,Dmytro Kovalenko Romanovych,"December 05, 1960","August 03, 2022","November 22, 2022",Donetsk Oblast,Kharkiv Oblast,Colonel,Unknown,"https://example4.com, https://example2.com, https://example10.com, https://example5.com, https://example9.com, https://example9.com, https://example3.com"
3323,Mykola Sakalo Mykolayovych,"September 08, 1993","September 19, 2023","June 13, 2023",Kharkiv Oblast,Kharkiv Oblast,Private,Infantry,"https://example4.com, https://example1.com, https://example8.com, https://example2.com, https://example4.com, https://example7.com, https://example10.com, https://example6.com"
3324,Roman Lysenko Yuriyovych,"January 09, 1979","October 23, 2023","August 26, 2022","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Odesa Oblast,Captain,Infantry,"https://example10.com, https://example1.com, https://example4.com, https://example2.com, https://example6.com, https://example7.com"
3325,Dmytro Bondarenko Vasyl'ovych,"April 02, 1978","July 02, 2023",?,Lviv Oblast,Kharkiv Oblast,Sergeant,Battalion 2,"https://example1.com, https://example9.com, https://example8.com"
3326,Serhiy Tkachuk Petrovych,"January 24, 1973","November 14, 2024","November 13, 2023",Donetsk Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Senior soldier,Unknown,"https://example9.com, https://example4.com, https://example9.com, https://example4.com, https://example6.com"
3327,Ihor Bibikov Vasyl'ovych,"June 05, 1985","July 23, 2024",?,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Kyiv Oblast,Senior soldier,Battalion 1,"https://example7.com, https://example10.com, https://example10.com, https://example1.com, https://example6.com, https://example1.com"
3328,Mykola Zinchenko Oleksandrovych,"July 28, 1991","January 20, 2024",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Lieutenant,Special Forces,"https://example3.com, https://example1.com, https://example7.com, https://example6.com"
3329,Yuriy Bondarenko Mykhailovych,"April 22, 1974","April 20, 2023",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Donetsk Oblast,Private,Recon Squad,"https://example5.com, https://example1.com, https://example9.com"
3330,Yuriy Zinchenko Mykhailovych,"December 24, 1994","December 31, 2023",?,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Kharkiv Oblast,Lieutenant,Infantry,"https://example9.com, https://example7.com, https://example3.com, https://example10.com, https://example1.com, https://example10.com, https://example6.com, https://example1.com"
3331,Oleksandr Sakalo Volodymyrovych,"March 23, 1978","March 22, 2024","January 26, 2022",Zhytomyr Oblast,Kharkiv Oblast,Colonel,Recon Squad,"https://example6.com, https://example4.com, https://example4.com, https://example9.com"
3332,Ihor Hrytsenko Mykolayovych,"February 06, 1993","August 09, 2024",?,Odesa Oblast,Kharkiv Oblast,Sergeant,Recon Squad,"https://example6.com, https://example6.com, https://example9.com, https://example5.com, https://example1.com, https://example5.com, https://example9.com, https://example4.com"
3333,Ihor Tkachuk Ivanovych,"December 27, 1994","September 27, 2023",?,Kyiv Oblast,Kyiv Oblast,Sergeant,Recon Squad,"https://example3.com, https://example7.com, https://example4.com, https://example6.com, https://example7.com, https://example9.com, https://example5.com, https://example10.com"
3334,Serhiy Tkachuk Romanovych,"June 25, 1988","February 23, 2022",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Lviv Oblast,Lieutenant,Battalion 1,"https://example9.com, https://example7.com, https://example4.com, https://example9.com, https://example10.com, https://example6.com, https://example10.com, https://example8.com"
3335,Ihor Bondarenko Vasyl'ovych,"September 13, 1983","June 08, 2022",?,Kyiv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Infantry,"https://example7.com, https://example6.com, https://example3.com, https://example8.com, https://example3.com, https://example9.com, https://example9.com"
3336,Serhiy Zinchenko Petrovych,"November 14, 1994","December 29, 2023",?,Chernivtsi Oblast,Kyiv Oblast,Senior soldier,Special Forces,"https://example9.com, https://example9.com, https://example6.com, https://example3.com"
3337,Oleh Kovalenko Yuriyovych,"February 08, 1979","December 20, 2024",?,Donetsk Oblast,Donetsk Oblast,Sergeant,Special Forces,"https://example6.com, https://example2.com, https://example6.com, https://example1.com, https://example1.com, https://example4.com, https://example2.com"
3338,Volodymyr Bondarenko Volodymyrovych,"February 04, 1975","November 30, 2022","March 02, 2023",Odesa Oblast,Zhytomyr Oblast,Lieutenant,Infantry,"https://example9.com, https://example9.com, https://example6.com, https://example8.com"
3339,Andrij Zinchenko Ivanovych,"April 22, 1995","February 12, 2022","April 13, 2022",Kharkiv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Private,Infantry,"https://example1.com, https://example3.com, https://example4.com, https://example4.com, https://example9.com"
3340,Mykola Kovalenko Romanovych,"June 06, 1969","January 10, 2023",?,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Odesa Oblast,Private,Battalion 2,"https://example10.com, https://example7.com, https://example2.com, https://example8.com, https://example3.com, https://example8.com, https://example2.com"
3341,Oleksandr Sakalo Mykolayovych,"January 08, 1974","April 01, 2023","October 09, 2023","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Senior soldier,Unknown,"https://example10.com, https://example3.com, https://example6.com"
3342,Volodymyr Kovalenko Mykhailovych,"October 16, 1980","February 19, 2023",?,Kyiv Oblast,Zhytomyr Oblast,Major,Special Forces,"https://example2.com, https://example1.com, https://example8.com"
3343,Oleksandr Sakalo Oleksandrovych,"September 11, 1997","November 16, 2023","February 02, 2022",Donetsk Oblast,Odesa Oblast,Major,Infantry,"https://example10.com, https://example2.com, https://example2.com, https://example3.com, https://example2.com, https://example7.com"
3344,Ihor Shevchenko Serhiyovych,"March 10, 1962","July 09, 2024","April 22, 2024","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast","Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Senior soldier,Unknown,"https://example10.com, https://example6.com, https://example5.com, https://example10.com, https://example2.com, https://example6.com, https://example9.com"
3345,Yuriy Lysenko Petrovych,"June 20, 1967","June 16, 2022","January 12, 2024",Odesa Oblast,Chernivtsi Oblast,Sergeant,Battalion 2,"https://example10.com, https://example7.com, https://example4.com, https://example8.com, https://example3.com, https://example8.com, https://example7.com, https://example5.com"
3346,Mykola Lysenko Volodymyrovych,"December 08, 1971","July 28, 2022","December 24, 2024",Kharkiv Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Sergeant,Infantry,"https://example10.com, https://example5.com, https://example1.com, https://example3.com, https://example4.com, https://example4.com"
3347,Oleksandr Bibikov Mykhailovych,"May 17, 1962","January 21, 2022",?,Kharkiv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Sergeant,Unknown,"https://example6.com, https://example3.com, https://example7.com, https://example2.com"
3348,Mykola Zinchenko Vasyl'ovych,"November 30, 1990","July 31, 2022",?,Odesa Oblast,"Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Senior soldier,Recon Squad,"https://example2.com, https://example10.com, https://example5.com, https://example10.com, https://example10.com, https://example8.com, https://example5.com"
3349,Yuriy Shevchenko Mykhailovych,"July 10, 1988","June 20, 2024",?,Donetsk Oblast,Kyiv Oblast,Captain,Infantry,"https://example8.com, https://example4.com, https://example7.com, https://example4.com, https://example8.com, https://example9.com, https://example3.com"
3350,Mykola Shevchenko Romanovych,"November 16, 1966","September 02, 2022","May 23, 2024",Lviv Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Captain,Battalion 2,"https://example6.com, https://example4.com, https://example8.com, https://example3.com, https://example8.com"
3351,Ihor Sakalo Oleksandrovych,"June 29, 1975","July 01, 2022",?,Lviv Oblast,"Horinchovo, Horinchivska rural community, Khust District, Zakarpattia Oblast",Captain,Battalion 1,"https://example6.com, https://example4.com, https://example5.com, https://example5.com, https://example9.com, https://example8.com"
3352,Andrij Lysenko Yuriyovych,"November 02, 1998","January 21, 2024",?,Kharkiv Oblast,Kharkiv Oblast,Colonel,Battalion 2,"https://example9.com, https://example8.com, https://example3.com, https://example3.com, https://example8.com"
3353,Dmytro Shevchenko Petrovych,"October 17, 1978","March 14, 2024","August 03, 2022","Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Donetsk Oblast,Colonel,Battalion 2,"https://example2.com, https://example7.com, https://example6.com, https://example6.com, https://example8.com, https://example4.com"
3354,Yuriy Hrytsenko Vasyl'ovych,"March 17, 1968","April 21, 2024",?,Kyiv Oblast,Lviv Oblast,Lieutenant,Special Forces,"https://example5.com, https://example4.com, https://example10.com"
3355,Oleksandr Lysenko Petrovych,"August 22, 1980","September 22, 2024","May 13, 2023","Kropyvnyts'kyj, Kropyvnytska urban community, Kropyvnytskyi District, Kirovohrad Oblast",Chernivtsi Oblast,Captain,Special Forces,"https://example2.com, https://example8.com, https://example10.com, https://example4.com"
3356,Yuriy Zinchenko Mykolayovych,"November 16, 1985","September 11, 2022","November 11, 2024",Donetsk Oblast,"Bilohirka, Velykooleksandrivska settlement community, Beryslav District, Kherson Oblast",Colonel,Special Forces,"https://example3.com, https://example6.com, https://example8.com, https://example4.com, https://example5.com, https://example7.com"
3357,Oleh Sakalo Yuriyovych,"February 25, 1999","June 07, 2024",?,Kharkiv Oblast,Odesa Oblast,Major,Infantry,"https://example1.com, https://example10.com, https://example5.com, https://example6.com, https://example10.com, https://example1.com, https://example1.com, https://example3.com"
3358,Ihor Kovalenko Yuriyovych,"October 31, 1991","January 19, 2024",?,Chernivtsi Oblast,Kharkiv Oblast,Private,Infantry,"https://example10.com, https://example7.com, https://example1.com, https://example10.com, https://example6.com, https://example1.com"
